Train,Validation
4.417729902145503,4.410457437688654
4.399657629944784,4.373191107403148
4.369756347383075,4.332405393773859
4.339541727929469,4.3048237345435405
4.314132246519903,4.285237594084307
4.294813386619548,4.274851333011281
4.2797314273122025,4.2661730809645215
4.27089571282077,4.259552294557745
4.263841755859687,4.252161394466054
4.260436854399074,4.251501289280978
4.2563021762291795,4.250259594483809
4.253816124118503,4.248992594805631
4.250167524113374,4.246982791207054
4.250649658310444,4.246546615253795
4.248051497637463,4.2471080151471226
4.245127841334819,4.2422480691563
4.2431285759372175,4.242562684145841
4.239020724430718,4.240223212675615
4.238024590875182,4.237275199456648
4.233919961982981,4.24251686442982
4.233035349175143,4.2384502562609585
4.232115449198067,4.2404327609322285
4.228868773526243,4.238128732551228
4.225902653716105,4.23761309818788
4.223011990642304,4.236770488999107
4.218599929833961,4.227421272884715
4.215779058158855,4.2339208126068115
4.2117757419186175,4.225992647084323
4.2064980405675785,4.239695429801941
4.204501736194581,4.215571121736006
4.20017482252682,4.218096939000216
4.193839006716638,4.2098375450481065
4.187282750673611,4.228564587506381
4.1941240041152295,4.217040831392461
4.186578478044866,4.1969627792185005
4.174096764201093,4.223269755190069
4.1708917312914755,4.182968692346052
4.155366541479554,4.181360873309049
4.147000504881524,4.1693613149903035
4.1362793195583025,4.19265912879597
4.135644063925194,4.172366938807747
4.127831437703594,4.1681044481017375
4.117644069749681,4.1423387635837905
4.107966074248409,4.141360738060691
4.095109556032264,4.124034887010401
4.081114538490315,4.119444158944217
4.079068518660563,4.117405582558025
4.0691222705499595,4.119564441117373
4.065326326033649,4.141736859625036
4.061386195595002,4.087764626199549
4.039370258750818,4.0663167075677356
4.028309113534211,4.055125317790291
4.025312318216504,4.062602232802998
4.010690530547706,4.0583527142351326
3.987312794951222,4.042265843261372
3.9871003676558394,4.061193292791193
4.001026911503824,4.052085827697407
3.983278934912913,4.017402112483978
3.9667654915538897,4.016237161376259
3.962226156078641,4.014250056310133
3.9448284858937765,3.9985954382202844
3.9370193261929485,3.9876504919745703
3.9396721859417303,3.995780050754547
3.9274722584678083,3.979103521867232
3.9128579136050874,4.002608131278645
3.918696269964623,3.976136104627089
3.9015714451480097,3.9767555702816355
3.8985811792066336,3.974754761565815
3.8942460922329016,3.9595245881514116
3.8784850918118607,3.9520426284183157
3.876963277607013,3.953445228663358
3.866084980537824,3.9639950069514187
3.870869071282389,3.9570460265333
3.8594344412274375,3.9578383564949036
3.8467045159596007,3.954785785891793
3.8404453831255587,3.9599296071312646
3.8381414309791895,3.9475569128990173
3.8262163476870796,3.9152890768918125
3.8461831207470514,3.9579222202301025
3.8299275158006516,3.9339155446399343
3.8159593621178356,3.9188659732991997
3.8094190026793027,3.9380440495230933
3.8022708917212915,3.9532581080089915
3.790456156596503,3.923630215904929
3.78443790396766,3.9333955320444973
3.794251006582509,3.9258042844859036
3.7839996015934076,3.9287608103318648
3.766916251243533,3.9219844937324524
3.768664475292196,3.915711912241849
3.7600012343862783,3.926654111255299
3.7599668234510495,3.968598848039454
3.7706062104695897,3.9017733335494995
3.7488369240480313,3.8972935297272424
3.7389446810993086,3.91702460158955
3.746317284186478,3.926295892758803
3.7329294486423894,3.9101778756488454
3.731294159389213,3.904446406797929
3.728436251125677,3.9146117893132297
3.7149163621770755,3.9031458659605547
3.6987517819075326,3.9196805249560964
3.697811379152186,3.922277802770788
3.6977043286004028,3.905691136013378
3.6813716034755073,3.9262310591610996
3.6711611796522994,3.8980255831371653
3.6893000431987635,3.911012427373366
3.682193646955368,3.8865743604573337
3.6689124454927566,3.8882602019743486
3.6633200529591203,3.9303453293713657
3.6568452275317647,3.9076576937328684
3.6602034971232302,3.900384924628518
3.6496208775073975,3.885615300048481
3.6373809646157658,3.901171500032598
3.6352622929741356,3.8763326677409085
3.629527720039153,3.897740678353743
3.6231370581995193,3.890459813854911
3.612531711988132,3.8839440887624566
3.6188716607935287,3.8870196559212427
3.626534935153659,3.925968354398554
3.621452893747393,3.8884708285331726
3.6078241792176384,3.8932639956474304
3.604438095751321,3.9014073231003503
3.6041401627728398,3.9014984369277954
