Train,Validation
2.970304684260922,2.8783223087137397
2.8838248368724226,2.867333374240182
2.871757384761215,2.8625575683333655
2.8671040595949764,2.8636491027745334
2.865307340231698,2.8610764308409258
2.8651030045336165,2.856007370081815
2.860787473981033,2.8521480614488777
2.8581819790403555,2.8594868833368476
2.853658070039871,2.846736577424136
2.8531369309291206,2.8432664600285618
2.8456746281870187,2.833062556656924
2.8311205160282458,2.8010294274850325
2.81213481407946,2.8825847073034807
2.833733725120954,2.7909541455182163
2.7882920799352933,2.7558636231855913
2.76359460359949,2.722761024128307
2.7504954197827507,2.7176848649978638
2.7396240557551077,2.7742009704763237
2.730617603682496,2.7249151468276978
2.719061721621267,2.7227057218551636
2.721618107212779,2.675276897170327
2.6970074737773224,2.701565287329934
2.689604479333629,2.647363928231326
2.676108440779664,2.6739942810752173
2.682576827076085,2.650024278597398
2.6564245815472223,2.6287077448584815
2.6559841120639422,2.639414841478521
2.6469536949606502,2.6328741528771142
2.6489539372036828,2.6454650380394678
2.6403629871280603,2.6153505444526672
2.655657638369314,2.6152507771145213
2.636337180881549,2.608306261626157
2.6214942541878545,2.6109558018771084
2.635071492865872,2.6291316585107283
2.6290931402874724,2.6734888391061262
2.634815627046863,2.6175923726775427
2.6237943410263647,2.646791257641532
2.6071843405818695,2.614024693315679
2.6105890255754867,2.600624144077301
2.6145552430311434,2.622910602526231
2.6079935295807433,2.6374973438002844
2.6083545526275245,2.5959387692538174
2.6028370156007656,2.59466552734375
2.5920902005851727,2.5925085002725776
2.5904715609977313,2.60627436096018
2.598108739804124,2.6057776754552666
2.5905453323403282,2.625542548569766
2.595368306655103,2.602621853351593
2.612434455500844,2.6253862110051243
2.5934495383211416,2.614675435152921
2.6055776859488327,2.628058471462943
2.6031473963461873,2.614836877042597
2.6057159949446578,2.660879584875974
2.611439413426782,2.589716233990409
2.582934058230856,2.6135254068808123
2.5979095633377502,2.599041694944555
2.587638102528994,2.5960988077250393
2.5756597348186365,2.574732785875147
2.5774949151841575,2.6460776925086975
2.6037173460206717,2.604858555577018
2.59036170369219,2.5980842167680915
2.5807463525201353,2.655152727257122
2.5912332693329247,2.627409512346441
2.589883608586343,2.6082705421881243
2.587946153967582,2.619111332026395
2.580202713646852,2.601230485872789
2.5788021118134794,2.6271530335599724
2.5881553287701227,2.620100872083144
