Train,Validation
4.249018478271601,4.082813111218539
4.075848462941397,4.059779839082197
4.062041128382964,4.0371199737895616
4.0331427386349725,3.994351251558824
3.998895848193742,3.971064470031045
3.9757583104740934,3.9676908904855903
3.979045270349059,3.965902187607505
3.9768502504929253,3.957840258424932
3.9617056230754804,3.9548024210062893
3.9521693378458242,3.9530721577731045
3.947943341701537,3.9567100405693054
3.9584545894047185,3.955874898216941
3.9516874432868665,3.9414348981597205
3.9430613597030835,3.949464191089977
3.944637862617707,3.9431264237924055
3.945455443828612,3.944900854067369
3.950093635207857,3.9439543323083357
3.938688162342667,3.9456557902422817
3.9342282873285397,3.941585811701688
3.938384341461884,3.9417762106115166
3.938036143017547,3.9375459768555383
3.934102653542443,3.943264749917117
3.9268894238240275,3.93977858803489
3.934510467607347,3.9420824484391646
3.939228765190105,3.9411234476349573
3.9293956128532623,3.9375879710370842
3.9268592318610462,3.9418256391178477
3.931688561768788,3.9407808618112043
3.934053861271695,3.940138442949815
3.92041297397955,3.94513939185576
3.924567897606384,3.9471651153130964
3.9322501009382553,3.9393829811703074
3.9278657454663835,3.947241821072318
3.9279326715737657,3.9449214989488777
3.92159954300317,3.942706205628135
3.9291121392603725,3.9468773820183496
3.927216146913026,3.9406409697099165
3.9234359794870364,3.9399883367798547
3.9245485265541564,3.9416815367611973
3.9214274145453176,3.936678181995045
3.928695073213114,3.9330020167610864
3.9179795526177683,3.9428321448239414
3.9198491713579964,3.9382292086427864
3.9216198549246237,3.943265914916992
3.924959388840229,3.943121276118539
3.9178943658423853,3.940735323862596
3.9179923705127844,3.9348409392616968
3.92777689033762,3.945195409384641
3.924468634988341,3.937389601360668
3.9231710940065896,3.9375313141129236
3.9196854198680207,3.9370939406481655
